prompt_with_emotion,response_with_emotion
"My parents bought my brother a new puppy. He had no idea it was coming!, surprised","['So my parents bought a new puppy for my younger brother. He had no idea it was coming and was so happy and excited!, caring', 'That is so sweet! Did he end up crying when he saw the puppy?, surprised', 'I think he nearly did! It was so sweet. Do you have any pets?, anticipating', 'I have a cat. Her name is Venus. I rescued her from outside after she was attacked by a dog., faithful', 'Oh_comma_ how scary. I love that name though. Very unique!, surprised', ""Thank you! I am drawn to the stars and sky_comma_ and for some reason it just seemed so fitting. What was the puppy's name?, ashamed"", 'His name is Louie. I thought it was pretty cute, prepared', ""That's an adorable name. Did your brother name him?, caring""]"
"My plane got delayed because of a storm but I brought snacks just in case., prepared","['A bad storm was coming in just as I was leaving for the airport so I brought extra snacks in case I got delayed., surprised', ""Oh that's good you prepared but that's terrible timing!, confident"", ""Yea_comma_ it wasn't as bad as it could have been though. The delay was only about half an hour., annoyed"", ""It's good it ended up not being too bad_comma_ storms can be very unpredictable , sentimental""]"
"My sister in law basically lives off of my mother in law and her kids get everything. My mother in law rarely gives our kids anything because we have the money to do it ourselves - and I get a bit miffed at times., jealous","['My sister in law basically lives off of my mother in law and her kids get everything. My mother in law rarely gives our kids anything because we have the money to do it ourselves - and I get a bit miffed at times., caring', ""I know that feeling too_comma_ at least somewhat. Seems like clear favoritism to me_comma_ but maybe I'm wrong., annoyed"", 'She always says ""If I didn\'t buy it for them_comma_ they wouldn\'t have it"".  But it\'s a bit ridiculous because my sister in law DOES have the money_comma_ she just refuses to raise her own children., angry', ""That type of stuff always makes me so angry_comma_ since it's so clearly favoritism and hypocrisy and they just don't care one bit., anticipating""]"
"My sister in law refuses to ever take her boys to the doctor.  There have been times they have been really sick and she just will not take them., disgusted","['There is something wrong with my sister in law.  She refuses to take her kids to the doctor for checkups or even when they are sick., hopeful', ""Wow that's pretty bad parenting., surprised"", ""That's what my husband and I think.  I mean even when they were babies and would run 103 fever_comma_ she wouldn't take them.  I just do not understand that at all - they are both grown now but she's pretty uninvolved with either of them., disgusted"", 'Is it for religious reasons, faithful']"
"My sister in law_comma_ who should never have children_comma_ had no problems getting pregnant.  It took us 4 years., jealous","['My sister in law should have never had children.  Yet she was able to get pregnant right away., caring', 'Never had children as in infertile or a bad person?, surprised', ""No_comma_ she just doesn't care for them.  They are an accessory to her.  It took us 4 years to get pg. and my children are well taken care of, ashamed"", 'Thats terrible_comma_ I hope they grow up fine_comma_ would be horrid if they didnt., surprised']"
"My sister is coming from France to visit us. I am happy to see her again., joyful","['My sister is coming from France to visit us. I am happy to see her again., caring', 'How exciting_comma_ are you from France?, caring', 'No_comma_ I am not. It is exciting. It has been almost a year since I saw her., surprised', 'When did she move out there?, caring']"
"My texted me happy birthday yesterday. My birthday is today., disappointed","['Today is my birthday and I got a call yesterday wishing me a happy birthfay from my ex., joyful', 'Happy Birthday! Is the call from the ex a good or bad thing?, annoyed', ""Thanks. It wouldve been a good thing if he didn't call last month to tell me happy birthday also. He should know when my birthday is after 11 years lol, surprised"", 'Exes are exes for a reason I guess lol., caring', 'Aint that the truth!!!, caring']"
"My transmission went out in my car. My dad loaned me $500 to get it fixed., grateful","['My transmission went out in my car at the worst possible time. No way could I afford to get it replaced or rebuilt. My dad was able to loan me $500 to get the new transmission_comma_ and my step dad was able to put it in., caring', ""So is it working now? I need atransmission for an old volvo. I'm saving for a new car instead., confident"", ""It's still a work in progress_comma_ but we tested the transmission before we put it in. It works wonderfully and came out of a car that only has 90_comma_000 miles on it_comma_ versus mine that has 200_comma_000. I would like to get a new car_comma_ but I don't want to take on another payment until my house is paid off., caring"", ""Makes sense. I don't want any more bills until my kids are in school. Daycare is very expensive., surprised"", 'Yes it is! Especially for two!, surprised', ""of course the 13 year old hates to babysit. I can't wait until she moves out. jk, sentimental"", ""Of course she does! Lol that's hilarious_comma_ but I know how hard teenagers are so it's kind of almost serious too. , lonely"", 'This was the most fun chat Ive had today. Enjoy yur day!, caring']"
"My vacation is coming up in a month. I've worked nonstop for 9 months., anticipating","[""My vacation is coming up in a month. I've worked nonstop for 9 months., surprised"", ""Wow_comma_ I'll bet you're ready for a vacation. Are you going anywhere special?, caring"", 'Just going up north to Canada. Trying a new change of scene., excited', 'That should be awesome. Do you know anyone in Canada?, annoyed']"
"My van did such a good job on a 5 hour trip lately_comma_ I had a doubt it'd make it because it's been breaking lately., surprised","[""My van did a really good job on a pretty long_comma_ 5 hour trip lately. I was doubting it'll make it because I've had problems with it for a while., caring"", ""Nice. That's always a good feeling. , caring"", 'Yeah I felt so relieved and kind of shocked after I got to my destination., nostalgic', 'I bet. I know the feeling well since my car is also on its way out. , jealous']"
"My wife and I are going on vacation next week. We're satying in a cabin in West Virginia., excited","[""I'm very excited to take a vacation with my wife. We've been wanting to stay in a cabin for awhile., surprised"", ""That's exciting! Cabin sounds really cozy., excited"", ""Yeah_comma_ we haven't gone on a romantic vacation in over a year_comma_ so I'm really looking foward to it., caring"", ""She's a lucky lady!, surprised""]"
"My wife and I took a 3 week trip to New Zealand last year., excited","[""My wife and I decided to go on an iternational trip last year_comma_ and it was my first trip out of the US. It was an amazing experience_comma_ and one of the best and most memorable things I've ever done., surprised"", ""That's awesome! How helpful where the other people so that you could enjoy your trip?, nostalgic"", ""My wife was amazing. She booked the whole trip for us_comma_ and planned out some things for us to do while we were there. The person's house we stayed at was also really great_comma_ and helped us find our way around Auckland., joyful"", 'Must have been super fun. How were the local people? How did they treat you?, caring', 'Super nice_comma_ the locals were always willing to help us navigate around_comma_ and had great recommendations for things to try while we were there., sad', ""That's great! Im glad that they took care of you! Have a gret day!, lonely""]"
"My wife is at the hospital getting checked right now. I think we might be getting good news about a new addition to the family., anticipating","['My wife is at the hospital getting checked right now. I think we might be getting good news about a new addition to the family., surprised', 'Thats awesome_comma_ congratulations for sure, caring', ""Thank you so much. I can't wait to get the good news from her. , surprised"", 'I am sure you are both going to be happy, caring']"
"My wife left me and i am so lonely., lonely","['My wife left me and i am so lonely., joyful', 'Oh I am sorry to hear that. Are you doing okay?, sentimental', 'No.I am very depressed and suicidal., devastated', 'I am worried about you. I hope that you will have someone to talk to. , impressed']"
"No one ever visits me anymore. I am always by myself in this apartment., lonely","['I have lived in my apartment for 5 years now., lonely', 'O wow that is a long time_comma_ Are you happy with it?, ashamed', ""It's getting smaller_comma_ but my friends used to come over more. Now I'm by myself all the time., ashamed"", 'Im sorry to hear that sometimes people grow apart. You should try to throw a party and see who comes., caring', 'Sounds like a plan, nostalgic']"
"Once I got a big gift in my mail. It was from an anonymous person. I never found out who gave it to me., surprised","['Once I got a big gift in my mail. It was from an anonymous person. I never found out who gave it to me., afraid', 'That is fun! What was it?, caring', 'It was a stuffed teddy bear. it was cute., terrified', 'What a neat mystery. I bet you wish you could thank them though. , caring', 'Yes_comma_ I do. I tried to find out who that person was. never found out though., caring']"
"Once I realized that I needed at least a 31 on my ACT in order to get a nice little scholarship for college. I studied my heart out to improve my 29 and I felt super confident that I'd get the 31. Instead I actually got a 33!, prepared","['I was pretty strapped for money back before my freshman year of college_comma_ so I really needed to get my 29 on my ACT up to a 31 for a scholarship., lonely', 'Did you get it done?, furious', ""I felt super confident that I'd get the 31_comma_ and thankfully I was right since I got a 33!, surprised"", 'Oh_comma_ nicely done_comma_ thats impressive!, terrified']"
"Once in elementary school my skirt ripped in front of the whole class and I was so mortified. I even asked my teacher for help and she didn't want to help me!, embarrassed","['That must have been terrifying., sentimental', 'What would you have done in that situation?, surprised', ""Sorry I was thinking aloud of the moment when I was mortified. When I was in elementary school my skirt ripped in front of the whole class and my teacher didn't want to help me!, caring"", 'Just be glad that everyone in your class probably has no memory of it now., caring', 'Oh I am most definitely glad of that. I remember that day so vividly_comma_ I was crying!, guilty']"
"Once_comma_ I had the chance to betray a friend that has always been truthful and honest to me. I didn't take the chance and stayed faithful to that friendship., faithful","['I recently had the chance to betray a friend of mine_comma_ but instead I stayed faithful. , caring', ""It's so good you stayed loyal_comma_ I think anyone would've appreciated a friend like you., lonely"", ""We can all hope. I think most people would've acted the same way. , caring"", 'Yeah because faithfulness is what defines a true friendship_comma_ after all., confident']"
"Once_comma_ I tried hard to update my CV as per the job description and applied for a good position_comma_ however my CV didn't even pass the screening level., disappointed","['It made me feel really disappointed when my CV got rejected in the first place., grateful', 'How did you respond after rejection?, faithful', 'Well it took some time for me to cope up because I really put a lot of efforts_comma_ however I got to understand that it should be rather taken as a learning experience, lonely', 'Yes_comma_ you hear stories all of the time about people being rejected to find out that it was a blessing in disguise, surprised', 'True_comma_ and guess what ! Next morning I got a call from a company which I least expected., caring']"
"One Christmas i was really into the holiday season. I was a kid at the time and well i didn't expect my parents to buy me certain gifts. Ended up i got both Pokemon games and went crazy happy from the gift., surprised","['So when i got Pokemon for christmas was i was a kid i was so surprised i lost my mind i was so happy and hyper., annoyed', 'I love Pokemon., annoyed', 'Nice_comma_ They also got it on recording so you just see me screaming ""POKEMON! POKEMON!"", caring', 'Cool. I liked Pokemon blue., caring']"
"One night_comma_ i hugged my wife and told her i loved her.  I went to work and got a big raise.  I rushed home to tell her.  When i got home_comma_ all of the furniture_comma_ my wife and kids were gone., devastated","['One night_comma_ i hugged my wife and told her i loved her, surprised', ""Aww! That's so sweet! How long have you been married?, angry"", 'I went to work and got a big raise. I rushed home to tell her. , nostalgic', ""That's very exciting! Congratulations on your raise!, anticipating"", 'When i got home_comma_ all of the furniture_comma_ my wife and kids were gone., guilty']"
"One of my favorite past-times is going to theme parks such as Disney. It makes me so happy!, joyful","['Going to Disney makes me so happy, caring', ""I second that. I've been to all the parks a bunch of times., caring"", 'I have an annual pass to the parks and I just love to go on the rides! Meeting the characters is a plus as well!, sentimental', 'Yea my little siblings love taking pictures with them., sentimental']"
"One of my favorite restaurants that I frequent weekly was just shut down by the health department.  I can't imagine how gross the kitchen must be!, disgusted","['I was so grossed out! One of my favorite restaurants that I go to every week was just shut down by the health department!, excited', 'What score did they get?, anticipating', ""I'm not sure but the report said there were over 20 bugs found. Can you imagine how gross the kitchen must be?, embarrased"", ""Yes. I wouldn't go back., surprised""]"
"One of my friend didn't keep this promise he made to me., disappointed","[""One of my friend didn't keep this promise he made to me. I was so angry to him., sentimental"", ""What promise didn't he keep?, caring"", ""I was suppose to help me move from my apartment. He didn't come and turned off his cell phone., caring"", 'Wow that sounds like a terrible friend.  I hope he had a good reason for not showing up., surprised']"
"One time I met a girl from Tinder and I really thought we were hitting it off. We met up and had a great time_comma_ but then she ghosted me right afterward., disappointed","['Man_comma_ I met this girl one time on Tinder and I totally thought we had great chemistry_comma_ but then she completely ghosted me after., surprised', ""That's the worst_comma_ I know how that feels_comma_ I'm kind of being ghosted right now myself., angry"", ""Aw that's awful_comma_ I wouldn't wish that on anybody. She was laughing and all smiley and everything_comma_ I can't imagine why she ghosted me., surprised"", ""Just remember that means it was most likely for the best that she did ghost you_comma_ you wouldn't want to be with someone like that anyways., annoyed""]"
"One time I took my friend's cream soda from the fridge.  I didn't think it was a big deal until I found out he had driven 5 hours up North just to get them and they were very expensive.  I felt pretty bad after that, guilty","[""I took the last cream soda from a pack that belonged to my buddy from the fridge when I was drunk. Didn't think it was a big deal until he told me he drove 5 hours just to get them and they were expensive. I felt kind of bad so I bought him a happy meal, caring"", 'Was he okay with the happy meal?, confident', 'Yes, surprised', ""That's good to hear!, proud""]"
"One time I waited over an hour at the DPS office to get my drivers license renewed. Just as it was about to be my turn the lady working there shut it down and said I would have to come back the next day., angry","['I was told to come back the next day after waiting over an hour in line to get my drivers license renewed., disgusted', 'Wow. The DMV is just dreadful to go to because of stuff like that., caring', 'Yes_comma_ it is. Would have been a lot easier if I could have done it online., anticipating', 'Yea_comma_ it would be! How faw is your DMV?, caring']"
"One time I was robbed at gun point.  , afraid","['Once I was robbed at gun point and locked in a walk in refrigerator for an hour., prepared', 'Was it cold?, anticipating', 'Yes.. Cold and terrifying!  We had an alarm button in there to push but it was broken and no one came to save us for a long time., caring', 'Was it cold?, surprised', 'Very Cold LOL.  Cold and scary., guilty', ""I've worked in retail before. I'd be afraid to get stuck in the freezer., caring"", ""Yeah it happened when I was working at a Pizza hut.  After that I went back to school so I didn't have to work in such places anymore., annoyed""]"
"One time I went to a restaurant with all my friends and I forgot to invite one of my close friends. I felt so bad!, guilty","['There was this time that I went to eat with all my friends for a special event and I forgot to invite one of my closest friends.I felt horrible, impressed', 'Oh no. Did you talk it out with them?, caring', 'Yep I did! He was totally okay with it. I ended up buying him lunch because I felt so bad, jealous', ""That's nice. Everyone makes mistakes. Glad he was forgiving!, caring"", ""He was! He's a really good guy honestly_comma_ and we've gotten closer since then, caring""]"
"One time i was at a party with friends. I for some reason thought people were driving in my car to the next place. Then ended up they weren't going in my car and i felt embarrassed yelling at them., embarrassed","['So you ever get those moments when you look like a idiot for not understanding what someone meant earlier., surprised', 'It does happen sometimes. Has it ever occurred to you?, caring', 'Yeah when i was going to drive friends home i thought they were in my car at first but they wanted to ride on our way to the next place we were going., surprised', 'You must have felt terribly guilty when you realized! Happens to all of us, annoyed']"
"One time my girlfriend hid around the corner and jumped out at me., surprised","['My girlfriend decided to jump out and scare me one day. I was so mad and embarrassed that I flinched., grateful', 'Did she jumped really high or something?, caring', 'Not high_comma_ but towards me. She popped up from her hiding spot., grateful', 'tTHAT SOUNDS LIKE A LOT OF FUN, sentimental']"
"One year during christmas_comma_ i did not get a single gift. It was a rough day for me., sad","['During christmas a few years ago_comma_ I did not get any presents., sad', 'Wow_comma_ that must be terrible_comma_ I cannot imagine_comma_ I lvoe christmas, sad', 'Since that day christmas has not been a good time for me. As I have no family_comma_ christmas is always the worst., caring', 'Wow_comma_ I am sorry to hear that_comma_ I wish I could make it a better holiday for you!, caring', 'Some days are just days that you never forget. I wish you could as well., caring']"
"Our family is getting together for our family reunion next weekend. Im' glad that we are all still coming together since we didn't have one last year., proud","['We are having our family reunion this weekend. It should be a lot of fun, caring', 'I love family reunions., prepared', ""I'm gald we are doing it because we didn't have one last year. I proud that we can overcome our difference and hang out., guilty"", 'Thats great. Where did you meet?, joyful', ""My dad's side of my family., embarrased"", ""That's great. Where did you meet?, disgusted""]"
"Our home was broken in to 2 months after we purchased it., afraid","['Have you ever been a victim of a home break in?, surprised', 'Yes I have actually. It was scary., surprised', 'Our home was broken into 2 months after we purchased it. Luckily_comma_ we were not home at the time., faithful', ""Im so sorry to hear that. I was watching a house for a familty member and they're safe was stolen., embarrased"", 'That is so scary! It is so sad to not feel safe in your own home., impressed']"
"Our lights went out last week during a storm. Its was only for 15 minutes but I was so scared., afraid","['There was a big storm here last week., devastated', 'That sucks. Are you ok?, embarrased', 'The power went out for about 15 and scared the crap out of me_comma_ but other than that we were fine., excited', 'Thats good. Did the clocks all reset?, caring', 'The ones I have back ups so they never went out., devastated']"
"Our youngest daughter fell down our back stairs and hit her head on the bottom step.  She started throwing up about an hour later and we went to the ER.  , afraid","['Our youngest daughter fell down our back stairs when she was about 4 and hit her head., confident', ""ALL of y'all must have been so scared! Was she okay? Any stitches necessary?, furious"", 'She was fine but we did go to the ER because she started vomiting.  They did a CT scan and she did have a slight concussion_comma_ but she recovered just fine., surprised', ""The vomiting is scary -- so good that y'all got to the ER_comma_ and could confirm that she was okay. Was she fearful of stairs after that?, annoyed""]"
"Realizing tonight how grown up our children are.  It won't be long before they are out of our house completely., sentimental","['Being a bit teary-eyed tonight realizing how grown my children are., caring', 'I understand that all too well, caring', ""In no time at all_comma_ they will be out of our house completely.  I guess I'll have to get a dog_comma_ I'll be one of those ladies that has a dog stroller and takes the dog to grocery shop!, afraid"", ""My oldest only has 3 years to go and I already have dogs! I guess I'll need more, sad""]"
"Recently I met up with a friend that I knew years and years ago and I learned that he actually bought his house from his mom. We went there and had a few beers and it looked exactly the same as before_comma_ even smelled the same., nostalgic","['I reconnected with one of my childhood friends and I even got to go to the house that we used to hang out in years and years ago., caring', 'That is something I want to do when I get older_comma_ I miss the golden days!, sad', 'You should_comma_ especially if you truly miss any of your childhood friends. It was a surreal but amazing experience., annoyed', 'I bet it was_comma_ to catch up after awhile_comma_ few things really compare, caring']"
"Recently my manager lied to us. He changed our money and took the bonus away. , angry","['So our new manager has changed our bonus structure causing us to never hit bonus.., caring', 'And then what?, sad', 'Its frustrating when I go from 24 an hour to 10 an hour because of his lies., lonely', 'I understand_comma_ that must suck, surprised']"
"Recently my refrigerator broke.  I had to throw away all of my food and spend $1400 on a new one., sad","['I was so upset the other day. I came home and my refrigerator was broken., faithful', 'That is such a stressful thing to come home to!, afraid', 'Yes. Not only did I have to pay $1400 for a new one_comma_ I had to throw away all my food., surprised', 'I am so sorry you had to go through that!, caring']"
"Seeing a naked man run through my neighborhood., disgusted","['I just saw a naked man run through my neighborhood. It was so weird., prepared', 'Haha that is terrible! Unless he was hot..., prepared', ""Not even close. I can't believe someone would do that., caring"", ""Well in his defense_comma_ it's pretty hot out., surprised""]"
"Shortly after I got married_comma_ my wife and I decided that we wanted to have kids. When we found out she was pregnant_comma_ we couldn't wait to find out if we were having a boy or a girl., anticipating","['When my wife and I got married_comma_ we knew we wanted to have kids.  When we found out that we were expecting_comma_ the only thing on our mind for the longest time was if we were having a boy or a girl., caring', 'What exciting news! Did you find out ahead of time what the gender of the baby was?, annoyed', 'We did! We were living in Japan at the time_comma_ and we were paying this clinic 2000 yen a week so we could keep getting ultrasounds of the baby., confident', 'What is 2000 yen equal to in U.S. currency?, surprised', 'At the time_comma_ the exchange rate was about 110 yen to the dollar_comma_ so it was pretty affordable_comma_ and worth it to keep going back., disgusted', 'It sure sounds like it. I think healthcare in Japan is much more affordable that here in America_comma_ do you agree?, guilty', ""I wouldn't be able to tell you_comma_ since I wasn't under their healthcare system.  This was just a women's clinic that offered this service pretty cheaply., surprised"", ""Oh_comma_ okay_comma_ well I watched a documentary about healthcare in other countries. I understand that doesn't apply here., surprised""]"
"Sitting at home after a long day relaxing with my kids is the best, content","['It is so wonderful to just relax at home on the couch with my family after a long day., caring', 'That is my favorite thing to do. I am sure they are glad when you are home., caring', 'Yes it is wonderful. It is like complete peace and harmony. There is nothing better!, surprised', 'You definitely deserve it., prepared']"
"Some left their garbage outside of the dumpster in my apartment complex. Now at night there are a bunch of raccoons outside., angry","['My apartment is right near the dumpster for our commplex., sad', 'That is terrible_comma_ does it smell?, joyful', ""no. That's not the problem. Sometimes people leave their trash on the outside and then there are a lot of raccoons out there at night., surprised"", 'You should tell someone., annoyed', 'I have for 5 years. Everyone should just move awawy and I live here alone lol., impressed']"
"Some so-called friends sent me anonymous love-notes in middle school.  When I found out it was them doing it and not an actual boy_comma_ I was very very upset., embarrassed","['I had some girls in middle school that were very very mean to me - the epitome of mean girls., annoyed', ""That isn't cool. Are you ok?, terrified"", 'Yeah_comma_ but they really made an impression I guess.  They pretended to be a boy that liked me and sent me notes and even a stuffed animal on Valentines.  Then told me it was them - can you imagine!?, annoyed', 'That is mean. Girls can be mean sometimes., surprised']"
"Someone cut me off on the road and almost caused me to wreck., angry","['I almost got into a wreck today because someone cute me off on my way to work., caring', 'How terrible! I bet your heart stopped in that moment., sad', 'Yea it did. I was so frustrated that someone could be so careless., surprised', 'People seem to only care about themselves a lot., impressed']"
"Someone offered me a job online to make a lot of money. , apprehensive","['Recently someone offered me an extreme amount of money for a work at home job... , embarrased', ""wow! That's awesome! Did you accept the job offer?, angry"", 'It sounded too good to be true honestly it made me feel a little uneasy... i had to turn it down! , annoyed', ""yes_comma_ i understand. sometimes you just get a gut feeling that something isn't right, caring""]"
"Sometimes I just eat because I know there is food in the kitchen. I feel bad., ashamed","[""I am trying my best to go on a diet. It's not going well., anxious"", 'How much would you like to lose?, anticipating', '20 pounds. I always eat just because I have food. Maybe if I bought less food_comma_ it would be easier., hopeful', 'Sounds like a plan! You can also try to see if there is less calorie version of foods you like., surprised', ""I tried that they don't taste as good. I am doomed., surprised""]"
"Sometimes I wonder where my life would be if I decided to not go to college. I feel embarrassed to say my major did not work out for me..., ashamed","[""Do you ever get those moments where you wonder where life would be if you did one thing differently? Like for me_comma_ I always feel embarrassed to think if I hadn't gone to college_comma_ maybe my life would be easier?..., caring"", 'Of course_comma_ hindsight is 20/20. But going forward you can live in a way that minimizes regret., anticipating', ""I suppose that's true. I feel like sometimes my family may view me as a disgrace for not doing much with my life., caring"", ""It's really not for them to judge. Do what makes you happy., jealous"", 'That is true. i have to think of that more often., disgusted', ""I know the feelings I had up until my 20's. Then I just realized how much they had no right to judge me., caring""]"
"Sometimes my kids will just not go to sleep! It doesn't help that it stays light out until 9:30pm nowadays!, annoyed","['Gosh it is already 11:30pm and my kids are still awake!, embarrased', ""That's the worst!. Mine was up extra late tonight too., angry"", ""It stays bright so late nowadays that it's impossible to get them to go to bed. , angry"", ""I know. We just read a bedtime story where the mom paints a night scene on the child's blind to make her feel better., annoyed""]"
"The day I started working my first government IT Job was an exciting day for me., proud","['I started my first government job two years ago., furious', 'How do you feel now after so long being there?, caring', ""It feels amazing to know that I've surpassed people that thought I would fail., excited"", 'That is a great feeling i bet! Good job man!, grateful']"
"The night before a job interview I have a difficult time sleeping. I get too nervous about meeting them, anxious","['I have a difficult falling asleep before a job interview, caring', 'Do you get to anxious about it?, joyful', 'Yes_comma_ that happens because I am so nervous about being in a new environment., caring', 'You should look for a therapy that will help you with this issue., caring']"
"The other day I found out that LeBron James joined the Lakers instead of going to Houston or staying in Cleveland!, surprised","['I stayed up until midnight and watched ESPN to see who would acquire him.  I thought he would end up staying in Cleveland., surprised', ""Do you mean LeBron James? I was hoping he'd come to Miami!, surprised"", ""Yes I do!  Wow_comma_ if he went to Miami that would've been crazy!  , caring"", 'I wish he would have! The Heat can use his help! Haha!, proud']"
"The other day I was surprised with a big bonus from work. , surprised","['The other day I got a bonus from work_comma_ which was amazing because i have recently got behind in bills. , surprised', 'That is really cool! Did they tell you why they were giving you the bonus?, furious', 'I wasnt expecting it_comma_ but basically because my stats were above , surprised', 'Well at least you get something to look forward too at work., confident']"
"The other day I was walking down the street and a cat fell in front of me., surprised","[""The street I was on had the buildings right next to the sidewalk and the cat has fallen out of it's window., caring"", 'Oh no_comma_ your cat fell out of the window?  Is it ok?, excited', ""It wasn't mine. I had no idea who's it was. It wasn't hurt though_comma_ it sprinted away as soon as it landed., sad"", 'I guess what they say is true - cats do have nine lives., caring']"
"The other day my daughter knew to throw away her food when she was done. , impressed","['The other day after dinner my daughter took her trash to the trash on her own. I love watching her develop! , caring', 'It is so sweet. Is she able to talk?, caring', 'Shes just starting to try to say full sentences_comma_ but right now its just a lot of babbling and drooling. lol, caring', 'That should be funny to see and hear, surprised']"
"The result of my final college exams was to be published the next day_comma_I could hardly sleep due to expectations, anxious","['The night WS the longest to me back then_comma_eager to know my score!, devastated', 'Did you think you did well?, joyful', 'Sure_comma_I put in my best ! I was positive!, caring', ""That's awesome! It can be nerve racking, devastated""]"
"The summer is almost over. I couldn't be any happier!, joyful","['I have had enogh of this summer heat. Cmon autumn!, caring', 'I agree. I love autumn., surprised', 'It gets do hot in memphis. My daughter is ready for school to start back anyway_comma_, afraid', 'I love Memphis., disgusted', 'Me too! Been here all of my life., caring']"
"The time my boyfriend got food without me., jealous","['My boyfriend always does thing thing that gets me so jealous., joyful', 'Maybe he has no respect for you., faithful', ""It's not that! The thing he does is sometimes_comma_ he'll go get food without me and it's usually the last good thing to eat!, afraid"", 'Have you try talk to him about those issues.If he likes you he should work on the relationship., devastated', 'I have but sometimes he forgets. He tends to be a scatterbrain-boy., sentimental']"
"There are 2 cats that come by my home every night. I leave food out for them., caring","['There are 2 cats that come by my home every night. I leave food out for them., proud', ""That's pretty sympathetic of you...but aren't you worried they'll start going through your trash, caring"", ""They haven't yet. I hope not!, disgusted"", 'Do you own any cats or dogs, caring']"
"There was a situation where I might of hurt my freinds feelings_comma_ I ate from my friends fridge and he had no more food left that day. He had to go to bed with no food. Hungry., guilty","['I left his house_comma_ filled up with his food and disgust. I left his fridge completely empty and feel guilth, annoyed', 'That would be hard to do and take courage. , impressed', 'Thanks man_comma_ at the heat of the moment I ate due to my flashbacks I was traumised., surprised', 'I could see that happening but sounds like you were super brave., surprised']"
"There was once a mouse in my  kitchen. I almost died., afraid","['One time there was a large mouse in my kitchen., surprised', 'What did you do with it? Did you try to kill it?, caring', ""I closed the door and put a towel under it. IT was late so i couldn't call maintenence til thehmorning., guilty"", 'Thats what I would have done. Did they get it taken care of?, caring', 'Yes. He had chewed a hole under my sink so they boaded it up and put down traps., caring']"
"There were times where I was being seduced by a coworker of mine.  I remained committed to my wife and did not cheat.  It was a good decision., faithful","['There were times where I was being seduced by a coworker of mine as a married man., surprised', 'Wow. Did he have kids?, jealous', 'I was the one who was being seduced as the married man.  Good thing I remained committed to my wife and did not cheat., guilty', 'Ah ok. Good you stayed committed to your wife., jealous']"
"There's been a big white wolf or coyote coming in my yard lately. I am afraid it will kill the neighbors cats. , disgusted","[""There's been a big white wolf or coyote around my yard the past few months. I'm afraid he will kill the neighbors cats. , terrified"", 'That is scary_comma_ what are you going to do about it?, grateful', ""I don't know. I had a cute beaver and there was just a head and eyes left of some small animal that looked like him left in my yard. ugh., faithful"", 'Wow that is sad_comma_ I hope you get that fixed, caring', 'thanks, afraid']"
"Today going to the dentist I was going to have my first root canal done ever along with three other teeth worked on. I knew I would be numbed but that came with the price of a needle being used. I was very nervous and worried., terrified","['I was so nervous going to the dentist today_comma_ I thought I would pass out!, annoyed', 'Oh no_comma_ did it end up okay?, caring', 'I suppose so_comma_ I much needed tooth is repaired now so my anxiety really was for nothing., ashamed', ""I'm glad to hear it turned out okay., nostalgic""]"
"Today is my birthday and I am going to party this weekend!, excited","['Today is my birthday!, excited', 'HAPPY BIRTHDAY! Do you have any plans for today?, caring', 'Still recovering from a road trip but hopefully things will get exciting this weekend!, caring', 'That is really cool_comma_ Where did you guys on your trip?, furious', 'New Orleans IT was great, caring', 'I live in Texas so that it really close to me, caring', 'Cool, joyful']"
"Today is my birthday. I can't wait to see who calls me. Or my gifts., anxious","['Today is my birthday! I am 34!, caring', 'Happy Birthday!!!! What are you going to do for it? , caring', 'Nothing today since its Thursday_comma_ hopefully I can bar hop this weekend. Waiting for gifts today., surprised', 'I hope you get lots and lots! , faithful', 'me too. I love goodies., caring']"
"Today_comma_ I was in an Uber and we got in an accident. I'm happy that no one was hurt!, grateful","[""During the day today_comma_ I was in an Uber when it crashed. I'm just thankful no one was hurt!, surprised"", ""Oh my! That is so scary. Thank goodness you are ok. Was it the Uber driver's fault?, hopeful"", 'It was both drivers faults. They should have both paid attention. It could have been worse though., caring', ""Absolutely. Knock on wood_comma_ I've still never been in a car crash. Make sure you go to the doctor if you have any pain over the next couple of days., afraid""]"
"Two years ago_comma_ i was admitted in hospital. I was not well. I felt afraid whether i would be alive. But fortunately_comma_ i am live, afraid","['I felt afraid. Still i remember it, caring', 'What were you afraid of? , hopeful', 'Two years ago_comma_ i was admitted in hospital. I was ill, proud', 'Oh No_comma_ well glad to see you are here still! , caring', 'Luckily, grateful']"
"We have a work presentation coming up soon. I think we've got everything to present., prepared","[""We have a work presentation coming up soon. I think we've got everything to present., annoyed"", ""That's good. Preperation is the first step in having a good presentation., surprised"", ""Yea. I hope we didn't miss anything. We spent a lot of time on it., caring"", 'Fingers crossed_comma_ I hope the presentation goes well., anticipating']"
"We made the decision to homeschool our girls.  It's a tremendous responsibility and I still don't think I've got it all together., anxious","['We made the decision to homeschool our girls years ago., disgusted', 'Why did you make that choice?, excited', ""One of them is in a ballet company and regular school hours were hard to do and if we allowed it for one_comma_ we needed to allow it for the other.  I've graduated one and the other is close behind_comma_ but I still feel nervous about all of it., caring"", ""Iv'e never heard of ballet school being so intensive. Is it something she's considering as a career?, lonely""]"
