prompt_with_emotion,response_with_emotion
"We made the decision to homeschool our girls.  It's a tremendous responsibility and I still don't think I've got it all together., fear","['Why did you make that choice?, anger', ""Iv'e never heard of ballet school being so intensive. Is it something she's considering as a career?, joy""]"
"We made the decision to homeschool our girls.  It's a tremendous responsibility and I still don't think I've got it all together., sadness","['We made the decision to homeschool our girls years ago., joy', ""One of them is in a ballet company and regular school hours were hard to do and if we allowed it for one_comma_ we needed to allow it for the other.  I've graduated one and the other is close behind_comma_ but I still feel nervous about all of it., joy""]"
"We moved to a new house last year and love it - and have spend much less working on projects and more time with the kids., fear","[""Yeah_comma_ it's a good thing that you have a lot of time for other more important things now., fear""]"
"We moved to a new house last year and love it - and have spend much less working on projects and more time with the kids., neutral","['We moved to a new house last year and love it - and have spend much less working on projects and more time with the kids., neutral', 'Absolutely_comma_ and the time taken to becmoe experts on home repair is rather large., sadness']"
"We moved to a new house last year and love it - and have spend much less working on projects and more time with the kids., sadness","[""That's great! That time with the kids will really be worth it_comma_ ultimately., neutral""]"
"We recently went on vacation with some friends to Disney world.  They had never been before and we are annual passholders so we have been several times over the last year., fear","['We had a really good time on our vacation a couple of weeks ago., sadness']"
"We recently went on vacation with some friends to Disney world.  They had never been before and we are annual passholders so we have been several times over the last year., joy","['We went to Disney world with some friends who had never been before.  We are passholders so we have been several times_comma_ but it was fun getting to see it throught the eyes of someone who had never been before., sadness', 'It is for me.  I am very type A_comma_ and getting to plan and coordinate everything is right up my alley!, joy']"
"We recently went on vacation with some friends to Disney world.  They had never been before and we are annual passholders so we have been several times over the last year., neutral","['Thats sound nice. I went on vacation to Thailand last week. What did you do?, sadness', 'I know what that feels like. It must have been exciting! , neutral', ""Acting as a 'mentor' in these situations is always fun and it makes the whole experience better!, anger""]"
"We recently went on vacation with some friends to Disney world.  They had never been before and we are annual passholders so we have been several times over the last year., sadness","['We had a great time!  We both have small kids so they loved playing together_comma_ and it was nice to get to help show our friends the ropes and all the secrets lol, sadness']"
"We tried for a baby for a long time_comma_ almost 4 years.  Waiting those 9 months to meet her were so hard!, anger","['Yes. Grandkids would be fun., joy']"
"We tried for a baby for a long time_comma_ almost 4 years.  Waiting those 9 months to meet her were so hard!, fear","['We tried for a baby for a long time_comma_ almost 4 years. Waiting those 9 months to meet her were so hard!, anger', 'Yes. I do not have any kids myself., fear']"
"We tried for a baby for a long time_comma_ almost 4 years.  Waiting those 9 months to meet her were so hard!, sadness","['We have two now and they are both almost grown - time for grandkids I guess!, anger']"
"We were getting ready to move back to our hometown after nine years away. I could not wait to be back close to family and friends., anger","['Last year I was so excited to be moving., neutral', 'We moved back to our hometown. We were so looking forward to being near family and friends again., sadness', ""wow!! wonderful isn't!! you would have been over the moon once you moved.., sadness""]"
"We were getting ready to move back to our hometown after nine years away. I could not wait to be back close to family and friends., joy","['oh well_comma_ where did you move?, neutral']"
"We've had some big rain storms where I live this spring and summer. The creek behind my house got almost in the yard twice already. Very scary., anger","[""oh no! that's scary! The house didn't get flooded_comma_ right?, sadness"", 'Not this time. But it did a little bit in 2009. and the mud and mess was unbelievably hard to clean up., neutral']"
"We've had some big rain storms where I live this spring and summer. The creek behind my house got almost in the yard twice already. Very scary., joy","[""i'm sorry to hear that!, fear"", 'You get very stressed out _comma_ like post traumatic stress disorder when it starts raining lol, sadness']"
"We've had some big rain storms where I live this spring and summer. The creek behind my house got almost in the yard twice already. Very scary., sadness","['We have had some big rain storms this spring and summer. The creek behind my house got in my yard twice. Very scary., neutral']"
"Went for a visit to the place I grew up and it has gone down hill a lot since I was there last. Very sad. A lot of the houses look so run down and dilapidated. , fear","['That sucks..... always bad to see something like that. Did you atleast enjoy your trip? , fear', 'Aw thats good! Im glad you still had a good time. , fear']"
"Went for a visit to the place I grew up and it has gone down hill a lot since I was there last. Very sad. A lot of the houses look so run down and dilapidated. , joy","['Yeah_comma_ I got to see a few people I knew . It was still fun, neutral', 'Thank you . Hope you get a vacation this year too., neutral']"
"Went for a visit to the place I grew up and it has gone down hill a lot since I was there last. Very sad. A lot of the houses look so run down and dilapidated. , sadness","['I visited my old home town recently and it has gone down hill so much.  A lot of the houses are run down and dilapidated. So sad., anger']"
"Went out with my friends last night after not seeing each other for a year. I was in another country for work and just got back., fear","['Went out with my friends last night after not seeing each other for a year. I was in another country for work and just got back., anger', 'Oh_comma_ I bet that was fun and interesting visiting another country too., neutral', 'I like to try different types of food from other places too. Then try to make them later on., anger']"
"Went out with my friends last night after not seeing each other for a year. I was in another country for work and just got back., neutral","['Yea. It was nice learning about the culture there_comma_ and people were really nice., anger']"
"Went to the beach the other day and remember how much my friend liked going together., fear","['Went to the beach the other day and remember how much my friend liked going together., sadness']"
"Went to the beach the other day and remember how much my friend liked going together., joy","['oh_comma_ did you enjoy it? I love going to the beach, anger', 'you miss your buddy_comma_ huh, fear']"
"Went to the beach the other day and remember how much my friend liked going together., sadness","[""Yea. I enjoyed it alot. That's why it made me think of my buddy., sadness""]"
"When Argentina won the semi-finals in 2014 I was so excited! I screamed so much!, anger","['Back in the 2014 World Cup I was super excited when Argentina won against the Netherlands in the semi-final. It was crazy!, joy']"
"When Argentina won the semi-finals in 2014 I was so excited! I screamed so much!, fear","[""I used to when I was a kid but not since then! But I have to follow it_comma_ I was born in Argentina_comma_ it's in my blood, anger"", 'It really is! And the food is amazing, joy']"
"When Argentina won the semi-finals in 2014 I was so excited! I screamed so much!, neutral","['I would imagine so!  Argentina seems like a lovely place to live., anger']"
"When Argentina won the semi-finals in 2014 I was so excited! I screamed so much!, sadness","['So I take it you are a soccer fan?  It seems America is finally getting into the sport.  Do you play yourself?, joy']"
"When I got the results back to all my finals for last semester of college. I thought I might fail but I passed all my classes., anger","['That must have been a burden lifted for sure!, fear']"
"When I got the results back to all my finals for last semester of college. I thought I might fail but I passed all my classes., joy","['I finished all my finals a couple of months ago for my sophomore year of college., fear', 'It really was_comma_ I was scared I would fail but I ended up passing all my classes and even doing well in most of them_comma_ I was over joyed., neutral']"
"When I got the results back to all my finals for last semester of college. I thought I might fail but I passed all my classes., sadness","['That must have been a burden lifted for sure!, anger']"
"When I lost my job. , anger","['Its a scary situation to be in but like you I almost pretty much applying to anything out there! , fear']"
"When I lost my job. , fear","['I hope you find a job_comma_ good luck!, joy']"
"When I lost my job. , neutral","['I recently lost my job_comma_ and am having trouble finding another one. , sadness']"
"When I lost my job. , sadness","[""I feel your pain_comma_ that happened to me a few years ago_comma_ I ended up having to settle on a job I didn't like just to make ends meet., anger""]"
"When I missed up a hit_comma_ but was told I could redo it to reverse the rejection., anger","['I hope the email will bring you good news, anger']"
"When I missed up a hit_comma_ but was told I could redo it to reverse the rejection., neutral","['I missed up on something_comma_ but was told I could redo it, anger', 'Did you take that chance and redo it?, anger', ""Not yet I'm still waiting for the email with the new info, joy""]"
"When I realized all the chocolate was gone_comma_ after a long day. , anger","['I know right! ..._comma_ but atleast I had some amaretto in the fridge.. lol , anger']"
"When I realized all the chocolate was gone_comma_ after a long day. , fear","['So the other day I had a crazy long day and got home to find all of my chocolate was gone! , anger', 'Oh my gosh! I would have been so upset! Nothing is better than chocolates on a bad day., neutral', ""That's definitely better than nothing. I hope your days have been better since!, neutral""]"
"When I spend time with my father outside by the fire when we are camping., anger","['I want to look in to getting a nice fire pit for the house., sadness']"
"When I spend time with my father outside by the fire when we are camping., fear","['Hello, anger', 'I have a ton of backyard space that we have plans for. Camping would be a fun one., anger']"
"When I spend time with my father outside by the fire when we are camping., joy","['Funny - we just built a house where we used to go camping when I was a kid. , joy', ""That's wonderful. Do you have any plans to have a fire? , joy""]"
"When I spend time with my father outside by the fire when we are camping., sadness","['Hello! I am in such a good mood since I got my new home., anger']"
"When I was 12 I watched the Sixth Sense.  I didn't know it was going to be a scary movie but I finished watching it.  I enjoyed it except for the fact I had to sleep with the lights on because I when I closed my eyes I would see the poisoned girl staring at me angrily with vomit running down her mouth_comma_ with the abused lady behind her yelling...""YOU CAN'T HURT ME ANYMORE NEDDY!!!"", anger","['Sometimes i keep a extra pir of underwear in my car for this occasion., neutral']"
"When I was 12 I watched the Sixth Sense.  I didn't know it was going to be a scary movie but I finished watching it.  I enjoyed it except for the fact I had to sleep with the lights on because I when I closed my eyes I would see the poisoned girl staring at me angrily with vomit running down her mouth_comma_ with the abused lady behind her yelling...""YOU CAN'T HURT ME ANYMORE NEDDY!!!"", joy","['WOW that is super scary! are you ok?, sadness']"
"When I was 12 I watched the Sixth Sense.  I didn't know it was going to be a scary movie but I finished watching it.  I enjoyed it except for the fact I had to sleep with the lights on because I when I closed my eyes I would see the poisoned girl staring at me angrily with vomit running down her mouth_comma_ with the abused lady behind her yelling...""YOU CAN'T HURT ME ANYMORE NEDDY!!!"", neutral","['No I just soiled my pantssss omg, joy']"
"When I was 5 I almost drowned in front of over a hundred people.  I was this little chubby Asian boy flailing around in big shorts...and I was in the medium end of the pool..couldn't show my face the next day, fear","[""When I was a little kid I almost drowned in front of 100 plus people...it kinda sucked but looking back it's kinda funny, fear"", ""Yes I'm pretty grateful., anger""]"
"When I was 5 I almost drowned in front of over a hundred people.  I was this little chubby Asian boy flailing around in big shorts...and I was in the medium end of the pool..couldn't show my face the next day, joy","['Wow_comma_ you are lucky you did not die., sadness']"
"When I was 5 I almost drowned in front of over a hundred people.  I was this little chubby Asian boy flailing around in big shorts...and I was in the medium end of the pool..couldn't show my face the next day, neutral","['Did someone save you?, neutral']"
"When I was a child I was chased by a pitbull and I was very afraid. Dogs had always scared me at that age, fear","[""that is so scary! you didn't get hurt_comma_ right?, anger"", ""i'm so glad you did'nt get hurt, neutral""]"
"When I was a child I was chased by a pitbull and I was very afraid. Dogs had always scared me at that age, joy","['I was chased by a pitbull as a child_comma_ I was so scared for years afterwards, anger']"
"When I was a child I was chased by a pitbull and I was very afraid. Dogs had always scared me at that age, neutral","['Me too_comma_ that would have been brutal, sadness']"
"When I was a child I was chased by a pitbull and I was very afraid. Dogs had always scared me at that age, sadness","['I was a fast kid so I got away_comma_ but I had heard how hard they bite, sadness']"
"When I was a child and found out my friends could come over. , fear","['i was excited when i was a child and found out my firned could come over and play, fear']"
"When I was a child and found out my friends could come over. , joy","['life was simple then wasnt it! very cute. , sadness', 'I know what you mean. I miss being little myself. , neutral']"
"When I was a child and found out my friends could come over. , neutral","['Yes it was so much simpler. We got excited for the smallest things, joy']"
"When I was a child and found out my friends could come over. , sadness","['yes me too, sadness']"
"When I was a kid I asked my parents for a dog for Christmas. I remember waking up early Christmas morning and hearing a whimper from the Christmas tree!, fear","[""Well you picked a great one :) Love labs.  My friend's got a big one he just attacks me with love everytime I see him, sadness""]"
"When I was a kid I asked my parents for a dog for Christmas. I remember waking up early Christmas morning and hearing a whimper from the Christmas tree!, neutral","['I was so happy when my parents got me a dog for Christmas!, neutral', ""It was a chocolate lab. I didn't care what kind of dog I got. I had always wanted one!, joy""]"
"When I was a kid I asked my parents for a dog for Christmas. I remember waking up early Christmas morning and hearing a whimper from the Christmas tree!, sadness","[""that's pretty cool.  what breed?, sadness""]"
"When I was accepted to college_comma_ I got to travel there and search for an apartment. My family and I took a plane there and I was ecstatic. I love riding in planes and going to see my college just made it more fun and interesting., anger","['Oh wow that does sound exciting! Are you still at this university?, sadness']"
"When I was accepted to college_comma_ I got to travel there and search for an apartment. My family and I took a plane there and I was ecstatic. I love riding in planes and going to see my college just made it more fun and interesting., fear","['When I got accepted to my university of choice_comma_ my family and I took a trip there. It was a fun experience, joy']"
"When I was accepted to college_comma_ I got to travel there and search for an apartment. My family and I took a plane there and I was ecstatic. I love riding in planes and going to see my college just made it more fun and interesting., joy","['Yes it was. I was ecstatic to go on a plane., neutral']"
"When I was accepted to college_comma_ I got to travel there and search for an apartment. My family and I took a plane there and I was ecstatic. I love riding in planes and going to see my college just made it more fun and interesting., neutral","['I bet that was really exciting!, neutral']"
"When I was driving home from my first job it was snowing. I accidentally hit a curb and spun into the other lane and almost into a ditch_comma_ I was very scared, fear","['That does sound scary! Were you okay?, anger', 'Understandable_comma_ it must have been very unexpected!, joy']"
"When I was driving home from my first job it was snowing. I accidentally hit a curb and spun into the other lane and almost into a ditch_comma_ I was very scared, joy","['Hi! One time when driving on fresh snow I almost wiped out into a ditch_comma_ that scared me, fear']"
"When I was driving home from my first job it was snowing. I accidentally hit a curb and spun into the other lane and almost into a ditch_comma_ I was very scared, sadness","['I did end up being okay_comma_ but man was I nervous and shaking, neutral']"
"When I was in preschool_comma_ my pants fell down in class. I was laughed at a lot, anger","['That sounds like what I would have done too, fear']"
"When I was in preschool_comma_ my pants fell down in class. I was laughed at a lot, fear","['When I was in preschool_comma_ my pants fell down in front of everyone, sadness']"
"When I was in preschool_comma_ my pants fell down in class. I was laughed at a lot, joy","['I got laughed at a lot and sat down haha, neutral']"
"When I was in preschool_comma_ my pants fell down in class. I was laughed at a lot, neutral","['That sounds embarrassing_comma_ what happened after?, anger']"
"When I was little and I found out that we were going to the amusement park . , anger","['What sweet memories to hold on to., sadness']"
"When I was little and I found out that we were going to the amusement park . , fear","['When I was a little child my parents told me that we were going to the amusement park and it made me so happy, neutral', 'I bet! That sounds like fun., neutral']"
"When I was little and I found out that we were going to the amusement park . , joy","['It was fun for sure_comma_ all the rides and the food_comma_ it brings back great memories., anger']"
"When I was little and I found out that we were going to the amusement park . , sadness","['Have you ever been to the amusement park?, neutral']"
"When I was little_comma_ I was afraid of the dark., fear","['I use to hate the dark when I was little., joy', 'Yes. I had a nightlight to help., neutral', ""i slept in my mom's room because i was always afraid of the dark, sadness"", 'I was. I use to have a nightlight to help., joy']"
"When I was little_comma_ I was afraid of the dark., neutral","['were you afraid of the dark?, anger']"
"When I was working for my last company_comma_ I used to travel a lot and frequently used to miss my family and friends, fear","[""You tend to feel really low when you travel frequently. I believe it's because you miss family & friends, joy""]"
"When I was working for my last company_comma_ I used to travel a lot and frequently used to miss my family and friends, joy","[""Yeah_comma_ it's mainly for client site assignments that I have to travel !, neutral""]"
"When I was working for my last company_comma_ I used to travel a lot and frequently used to miss my family and friends, sadness","['yes_comma_ especially if you travel a lot and for a long time. Is it for work?, joy', 'Where do you go the most?, fear', ""It's always interesting to travel to Europe or the Western countries because you have a lot more to do! However quite often I have been travelling to Africa as well., sadness"", 'That is nice! I wish I can go to those countries, neutral']"
"When I was younger my dad scared me and my brothers when we were trying to sleep_comma_ I almost wet the bed. I was very terrified, anger","['When I was younger my dad scared me and my brothers so bad I almost peed myself!, anger', 'When I was younger my dad scared me and my brothers so bad I almost peed myself!, sadness']"
"When I was younger my dad scared me and my brothers when we were trying to sleep_comma_ I almost wet the bed. I was very terrified, fear","['What a Jerk. Did you let him know he was being rude?, sadness', 'hat a Jerk. Did you let him know he was being rude?, fear', 'you should let him know now., neutral']"
"When I was younger my dad scared me and my brothers when we were trying to sleep_comma_ I almost wet the bed. I was very terrified, joy","['No_comma_ I was too young_comma_ I just about cried though, anger']"
"When a friend did not come to my moms funeral and lied to me about why_comma_ it just really disappointed me. Its something that still makes me upset., fear","['A friend lied to me about why he did not come to my moms funeral. It was stupid at the time but I am still upset about it., joy', 'I know_comma_ and he still isnt there for me to this day, fear']"
"When a friend did not come to my moms funeral and lied to me about why_comma_ it just really disappointed me. Its something that still makes me upset., neutral","['He should be there for you., neutral', 'The best thing you can do is get ride of him., neutral', 'I think I did., fear']"
"When a tornado touched down a few hundred feet from my property_comma_ I was pretty scared, anger","['Yeah_comma_ there is really nothing you can do about it I guess., neutral']"
"When a tornado touched down a few hundred feet from my property_comma_ I was pretty scared, fear","['Yeah_comma_ we had something similar, sadness']"
"When a tornado touched down a few hundred feet from my property_comma_ I was pretty scared, joy","['I was really scared when a tornado came down a few hundred feet from my house., fear']"
"When a tornado touched down a few hundred feet from my property_comma_ I was pretty scared, neutral","[""I suppose find the safest spot to bunker down_comma_ it's hard not to panic though, fear""]"
"When a tornado touched down a few hundred feet from my property_comma_ I was pretty scared, sadness","['Oh that is scary_comma_ that happened to us a couple months ago!, sadness']"
"When i go to conventions i always want to be ready for anything. I pack a first aid kit and a lot of food. I always want to be ready for the worse at conventions but it can happen., anger","['So i like being prepared for a lot of different situations when i go to conventions., sadness']"
"When i go to conventions i always want to be ready for anything. I pack a first aid kit and a lot of food. I always want to be ready for the worse at conventions but it can happen., joy","['True ! Conventions give you an opportunity to learn as you never know what kind of situations will prop up, neutral', 'Do you have a professional degree in first aid?, anger']"
"When i go to conventions i always want to be ready for anything. I pack a first aid kit and a lot of food. I always want to be ready for the worse at conventions but it can happen., neutral","['Yeah_comma_ I think the most important thing to me is the first aid kit., sadness']"
"When i got my first job in retail i was scared on the interview. But as i got there i took a deep breath and went in. I felt really confident after that and got the job., fear","['I remember a time i got my first retail job. Was scared about the interview but after just taking a deep breath. I just felt like i owned the place., neutral']"
"When i got my first job in retail i was scared on the interview. But as i got there i took a deep breath and went in. I felt really confident after that and got the job., joy","['I know that feeling_comma_ good for you!, joy', 'You ever just get those moment where you shake it off and the confident feeling flows in., sadness', 'Yes_comma_ those are awesome feelings_comma_ I crave that all the time, neutral']"
"When i was in High school_comma_ I was in the all state band. I was very confident., anger","['It was amazing sitting on the stage in that hug auditorium., sadness']"
"When i was in High school_comma_ I was in the all state band. I was very confident., fear","[""That's cool you were on stage for that. Were you one of the musicians?, sadness""]"
"When i was in High school_comma_ I was in the all state band. I was very confident., joy","['What event was taking place?, neutral', 'Music. Some of the hardest music that professionals play., anger', 'yes i was, sadness']"
"When i was moving and lost my insurance to my car. , fear","['I was in the middle of a long distance move_comma_ and somehow misplaced my drivers registration and car insurance!!! , anger', 'Oh no that is not good, neutral', 'Did you finally find it, fear']"
"When i was moving and lost my insurance to my car. , neutral","['I know I was so scared_comma_ and nervous.. it almost ruined the entire trip. , neutral']"
"When i was young i was pretty hyper. But when we had a connect four tournament at my school i back seated someones match. I didn't point anything out really but they gave them a lose and it got me really mad i threw a chair in class., anger","['So i had some anger management issues as a kid. Makes me feel dumb thinking back., fear', 'I did too_comma_ honestly. I have really improved them myself_comma_ good to hear that you have too., sadness']"
"When i was young i was pretty hyper. But when we had a connect four tournament at my school i back seated someones match. I didn't point anything out really but they gave them a lose and it got me really mad i threw a chair in class., joy","['Yeah_comma_ being a lot calmer is nice and well less stress really., joy']"
"When i was young i was pretty hyper. But when we had a connect four tournament at my school i back seated someones match. I didn't point anything out really but they gave them a lose and it got me really mad i threw a chair in class., neutral","['Although I still deal with stress occasionally_comma_ I know exactly what you mean. , joy']"
"When i was younger i didn't have many friends. Would just sit at my computer and was afraid to make friends. Was okay at time but just never felt good., anger","[""I didn't have any friends when i was younger., joy""]"
"When i was younger i didn't have many friends. Would just sit at my computer and was afraid to make friends. Was okay at time but just never felt good., fear","[""Why didn't you have any friends? , anger""]"
"When i was younger i didn't have many friends. Would just sit at my computer and was afraid to make friends. Was okay at time but just never felt good., joy","['What games did you play at the time?, sadness']"
"When i was younger i didn't have many friends. Would just sit at my computer and was afraid to make friends. Was okay at time but just never felt good., sadness","['Well i was socially awkward due to my learning disability at the time. I would also just sit at my computer and play games., neutral']"
"When i was younger i wanted a gamecube for my birthday. On my birthday my parents told me to clean the bathroom. Ended up in the bathroom was a gamecube with 4 games., anger","['Well thats one way to get your kids to do household chores!, neutral']"
"When i was younger i wanted a gamecube for my birthday. On my birthday my parents told me to clean the bathroom. Ended up in the bathroom was a gamecube with 4 games., fear","['Ahh yes_comma_  must have been a very nice surprise! Did you play Mario on it?, sadness', ""I didn't get Mario until late was Sonic adventures 2_comma_ Parents hid the console in the bathroom with the game and told me to go clean the bathroom., neutral""]"
"When i was younger i wanted a gamecube for my birthday. On my birthday my parents told me to clean the bathroom. Ended up in the bathroom was a gamecube with 4 games., joy","['Man the first ever console i owned personally was a gamecube. Was so surprised getting it was funny what my parents did., sadness']"
"When i was younger i wanted a new computer so bad. I didn't have good parts and the computer was so slow. When i got the new computer i was ecstatic. , fear","['yes_comma_ I love new gadgets.Specially from the Apple store., fear']"
"When i was younger i wanted a new computer so bad. I didn't have good parts and the computer was so slow. When i got the new computer i was ecstatic. , joy","['You know when you get some new gadget and it just blows your mind?, anger']"
"When i was younger i wanted a new computer so bad. I didn't have good parts and the computer was so slow. When i got the new computer i was ecstatic. , neutral","['When i was a kid i had a dinky computer could barely run my games. When i got a new one i was run down the halls screaming 60 FPS!, neutral']"
"When i was younger i wanted a new computer so bad. I didn't have good parts and the computer was so slow. When i got the new computer i was ecstatic. , sadness","['I remember also playing games with old and slow computers when i was a teenager., neutral']"
"When my brother got suspended from high school for something he did not do by a vindictive teach_comma_ it really made me angry, anger","['Wow. What a mature teacher., fear']"
"When my brother got suspended from high school for something he did not do by a vindictive teach_comma_ it really made me angry, fear","['My brother got suspended for something he did not do in high school by a very vindictive teacher., fear']"
"When my brother got suspended from high school for something he did not do by a vindictive teach_comma_ it really made me angry, neutral","['Was the fire related to the incident or did she get in trouble for something else?, sadness']"
"When my brother got suspended from high school for something he did not do by a vindictive teach_comma_ it really made me angry, sadness","['Yeah she eventually was fired a year later_comma_ but it still makes me angry to think about it, fear']"
"When my brother graduated high school_comma_ I was very proud of him_comma_ it was a big accomplishment, joy","[""I know that feel_comma_ my brother graduated a year ago_comma_ it's a really big milestone., anger"", 'Yes I agree_comma_ it really signifies the start of their next chapter in life., joy']"
"When my brother graduated high school_comma_ I was very proud of him_comma_ it was a big accomplishment, sadness","['My brother graduated high school_comma_ I was very proud of him!, neutral', 'It is_comma_ somewhat common_comma_ but still_comma_ I am proud of him all the same!, sadness']"
"When my dad bought me a truck when I was 18 and I was not expecting it., anger","['That is an awesome dad. Do you still have the truck?, fear', 'No_comma_ it broke down but it lasted for over a decade, fear', 'A decade is great use of it. Do you miss it?, sadness']"
"When my dad bought me a truck when I was 18 and I was not expecting it., joy","['My dad surprised me one morning with a new truck. I was not expecting it all and it was just a great morning., anger']"
"When my daughter was born I was so happy and excited., fear","['I bet! always good when new life is born., anger']"
"When my daughter was born I was so happy and excited., neutral","['Yes_comma_ she is the first granddaughter in our family. Every one was excited to finally have a girl after all boys. , neutral', 'Oh that must be a handful for your parents., joy']"
"When my daughter was born I was so happy and excited., sadness","['When my daughter was  born I was so happy and excited. , anger']"
"When my father didn't show up for my Soccer game i wasn't happy with him. He rather of sat in a SEARs and watch TV where he forgot he had to get to my game., anger","['So my father has done some dumb things. He missed a soccer game once and i was just not happy with him., neutral', 'Sorry to hear that.  Do you play soccer, sadness', 'Oh cool.  Maybe he was more of a hockey fan, fear']"
"When my father didn't show up for my Soccer game i wasn't happy with him. He rather of sat in a SEARs and watch TV where he forgot he had to get to my game., joy","['How long have you been playing, joy']"
"When my father didn't show up for my Soccer game i wasn't happy with him. He rather of sat in a SEARs and watch TV where he forgot he had to get to my game., sadness","['Not anymore_comma_ I play Hockey more which he would show up to those games., sadness', 'He is honestly, anger']"
"When my friends have computer troubles they come to me. I always have a way to fix up their computers. always ready and willing to help anyone though., anger","['I am pretty much the IT guy among my friends. Always ready to fix computers for them., sadness', 'Yeah_comma_ you sorta feel like the specialist among your friends and loved ones., anger']"
"When my friends have computer troubles they come to me. I always have a way to fix up their computers. always ready and willing to help anyone though., fear","['Yeah_comma_ sometimes it can be annoying though because they come to you with really easy problems to fix and you feel like they should know how to do it themselves., joy']"
"When my friends have computer troubles they come to me. I always have a way to fix up their computers. always ready and willing to help anyone though., neutral","[""I consider myself somewhat knowledgable about them too_comma_ it's very fulfilling being able to help other people with their problems sometimes., anger""]"
"When my grandmother passed away I was so sad. I was only 13 years old, anger","[""I loved my grandparents on my mother's side _comma_ so I understand how you feel. , neutral"", 'Thank you_comma_ I hope nothing ever happens to them!, joy', 'I was very close to mine. They are like parents but more fun., joy']"
"When my grandmother passed away I was so sad. I was only 13 years old, joy","['When I was younger_comma_ my grandmother passed away_comma_ I was so upset, fear']"
"When my mom recently offered to help me with a medical bill. I was very stressed out because I had to have surgery and had a high deductible. She really helped me out a lot., anger","['Thanks! I feel like I am. I have double up on milk consumption haha.., fear']"
"When my mom recently offered to help me with a medical bill. I was very stressed out because I had to have surgery and had a high deductible. She really helped me out a lot., fear","[""I know that feeling! What's been getting to you?, fear""]"
"When my mom recently offered to help me with a medical bill. I was very stressed out because I had to have surgery and had a high deductible. She really helped me out a lot., joy","[""I'm so happy and relieved my mom came to my rescue this week., fear""]"
"When my mom recently offered to help me with a medical bill. I was very stressed out because I had to have surgery and had a high deductible. She really helped me out a lot., neutral","[""Moms are good at doing that_comma_ aren't they?  What did she do for you?, neutral"", 'I fell off the back porch steps and broke my wrist. It required surgery., joy', ""I'm sorry to hear that.  I hope you make a speedy recovery!, anger""]"
"When my mom recently offered to help me with a medical bill. I was very stressed out because I had to have surgery and had a high deductible. She really helped me out a lot., sadness","['She offered to help me out financially with something that was really stressing me out., joy']"
"When my mother passed away randomly_comma_ it really hurt me., fear","['I am sorry to hear about that. What happened?, sadness']"
"When my mother passed away randomly_comma_ it really hurt me., joy","['I was in a bad spot when my mom passed away randomly a few years ago, neutral']"
"When my mother passed away randomly_comma_ it really hurt me., neutral","['Thank you_comma_ its better now than it was., sadness']"
"When my mother passed away randomly_comma_ it really hurt me., sadness","['She just passed away in her sleep. She was not in the best health., joy', 'I hope you have been able to cope. Death is a very hard thing to overcome., sadness']"
"When my partner went out of her way to make my day better. with gifts. , anger","['I was having a bad day the other day but my spouse went and surprised me with my favorite food. , sadness', 'whats your favorite food? that was very nice of them, neutral']"
"When my partner went out of her way to make my day better. with gifts. , neutral","['oh nice_comma_ im afraid the most asian food that i like is fortune cookies, neutral']"
"When my partner went out of her way to make my day better. with gifts. , sadness","['I know it was rather sweet of them... i love anything asian! , joy']"
"When the Falcons won the game I was excited., anger","['What game did they win?, joy', 'The NFC championship., anger']"
"When the Falcons won the game I was excited., fear","['When the Falcons won the game I was excited., fear']"
"When the Falcons won the game I was excited., sadness","[""Really? I don't recall that at all. I remember them choking. I could be wrong., neutral""]"
"When the Washington Capitals won the Stanley Cup i was in such great spirits. I ran into the streets of DC celebrating. I couldn't believe this was happening., fear","['That is awesome! I am from Chicago_comma_ so when the cubs won the world series I felt the same way. , joy']"
"When the Washington Capitals won the Stanley Cup i was in such great spirits. I ran into the streets of DC celebrating. I couldn't believe this was happening., joy","[""So lately my most fun experience I've had was when the Capitals won the Stanley cup finally., neutral""]"
"When the Washington Capitals won the Stanley Cup i was in such great spirits. I ran into the streets of DC celebrating. I couldn't believe this was happening., neutral","['That is exciting when your team wins_comma_ have you always been a hockey fan?, sadness']"
"When the Washington Capitals won the Stanley Cup i was in such great spirits. I ran into the streets of DC celebrating. I couldn't believe this was happening., sadness","['Yep since i was 3! Was a nice time the streets of DC flooded with people celebrating a championship finally for the team., anger']"
"Whenever my girlfriend at the time broke up with me and ghosted me_comma_ I had no idea what to make of the situation. I never would've expected her to do that_comma_ since she seemed really into me., neutral","['A month or two ago my girlfriend randomly broke up with me and I had no idea that she was even close to considering that., joy', ""It wasn't a great time_comma_ but it just really irked me since I had no idea that she was not into me at that time. She must've been really good at faking it., sadness"", 'I undertand that. People are crazy like that_comma_ I never understood it, neutral']"
"Whenever my girlfriend at the time broke up with me and ghosted me_comma_ I had no idea what to make of the situation. I never would've expected her to do that_comma_ since she seemed really into me., sadness","['I am very sorry to hear that_comma_ that must be terrible...., sadness']"
"Who knows what the future hold? All is in Gods hands! Take no thought about the morrow, fear","['Yeah ! Work hard _comma_pray hard I suppose?, anger']"
"Who knows what the future hold? All is in Gods hands! Take no thought about the morrow, joy","['Growing up  _comma_I had prospects_comma_would I be rich _comma_or would I be poor _comma_lingered on my mind..Lol!, neutral', 'And play smart_comma_do whatever it takes to elevate yourself. That is the attitude., anger']"
"Who knows what the future hold? All is in Gods hands! Take no thought about the morrow, sadness","['Work hard at it_comma_poverty is no joke. Not an option!, sadness']"
